SI,Emoji Unicode,Emoji Name,Emoji Character
4248,U+1F471-U+1F3FF-U+200D-U+2640,:woman_dark_skin_tone_blond_hair:,👱🏿‍♀
4249,U+1F469-U+1F3FF-U+200D-U+1F9B1,:woman_dark_skin_tone_curly_hair:,👩🏿‍🦱
4250,U+1F469-U+1F3FF-U+200D-U+1F9B0,:woman_dark_skin_tone_red_hair:,👩🏿‍🦰
4251,U+1F469-U+1F3FF-U+200D-U+1F9B3,:woman_dark_skin_tone_white_hair:,👩🏿‍🦳
4252,U+1F575-U+FE0F-U+200D-U+2640-U+FE0F,:woman_detective:,🕵️‍♀️
4253,U+1F575-U+200D-U+2640-U+FE0F,:woman_detective:,🕵‍♀️
4254,U+1F575-U+FE0F-U+200D-U+2640,:woman_detective:,🕵️‍♀
4255,U+1F575-U+200D-U+2640,:woman_detective:,🕵‍♀
4256,U+1F575-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_detective_dark_skin_tone:,🕵🏿‍♀️
4257,U+1F575-U+1F3FF-U+200D-U+2640,:woman_detective_dark_skin_tone:,🕵🏿‍♀
4258,U+1F575-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_detective_light_skin_tone:,🕵🏻‍♀️
4259,U+1F575-U+1F3FB-U+200D-U+2640,:woman_detective_light_skin_tone:,🕵🏻‍♀
4260,U+1F575-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_detective_medium-dark_skin_tone:,🕵🏾‍♀️
4261,U+1F575-U+1F3FE-U+200D-U+2640,:woman_detective_medium-dark_skin_tone:,🕵🏾‍♀
4262,U+1F575-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_detective_medium-light_skin_tone:,🕵🏼‍♀️
4263,U+1F575-U+1F3FC-U+200D-U+2640,:woman_detective_medium-light_skin_tone:,🕵🏼‍♀
4264,U+1F575-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_detective_medium_skin_tone:,🕵🏽‍♀️
4265,U+1F575-U+1F3FD-U+200D-U+2640,:woman_detective_medium_skin_tone:,🕵🏽‍♀
4266,U+1F9DD-U+200D-U+2640-U+FE0F,:woman_elf:,🧝‍♀️
4267,U+1F9DD-U+200D-U+2640,:woman_elf:,🧝‍♀
4268,U+1F9DD-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_elf_dark_skin_tone:,🧝🏿‍♀️
4269,U+1F9DD-U+1F3FF-U+200D-U+2640,:woman_elf_dark_skin_tone:,🧝🏿‍♀
4270,U+1F9DD-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_elf_light_skin_tone:,🧝🏻‍♀️
4271,U+1F9DD-U+1F3FB-U+200D-U+2640,:woman_elf_light_skin_tone:,🧝🏻‍♀
4272,U+1F9DD-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_elf_medium-dark_skin_tone:,🧝🏾‍♀️
4273,U+1F9DD-U+1F3FE-U+200D-U+2640,:woman_elf_medium-dark_skin_tone:,🧝🏾‍♀
4274,U+1F9DD-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_elf_medium-light_skin_tone:,🧝🏼‍♀️
4275,U+1F9DD-U+1F3FC-U+200D-U+2640,:woman_elf_medium-light_skin_tone:,🧝🏼‍♀
4276,U+1F9DD-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_elf_medium_skin_tone:,🧝🏽‍♀️
4277,U+1F9DD-U+1F3FD-U+200D-U+2640,:woman_elf_medium_skin_tone:,🧝🏽‍♀
4278,U+1F926-U+200D-U+2640-U+FE0F,:woman_facepalming:,🤦‍♀️
4279,U+1F926-U+200D-U+2640,:woman_facepalming:,🤦‍♀
4280,U+1F926-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_facepalming_dark_skin_tone:,🤦🏿‍♀️
4281,U+1F926-U+1F3FF-U+200D-U+2640,:woman_facepalming_dark_skin_tone:,🤦🏿‍♀
4282,U+1F926-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_facepalming_light_skin_tone:,🤦🏻‍♀️
4283,U+1F926-U+1F3FB-U+200D-U+2640,:woman_facepalming_light_skin_tone:,🤦🏻‍♀
4284,U+1F926-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_facepalming_medium-dark_skin_tone:,🤦🏾‍♀️
4285,U+1F926-U+1F3FE-U+200D-U+2640,:woman_facepalming_medium-dark_skin_tone:,🤦🏾‍♀
4286,U+1F926-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_facepalming_medium-light_skin_tone:,🤦🏼‍♀️
4287,U+1F926-U+1F3FC-U+200D-U+2640,:woman_facepalming_medium-light_skin_tone:,🤦🏼‍♀
4288,U+1F926-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_facepalming_medium_skin_tone:,🤦🏽‍♀️
4289,U+1F926-U+1F3FD-U+200D-U+2640,:woman_facepalming_medium_skin_tone:,🤦🏽‍♀
4290,U+1F469-U+200D-U+1F3ED,:woman_factory_worker:,👩‍🏭
4291,U+1F469-U+1F3FF-U+200D-U+1F3ED,:woman_factory_worker_dark_skin_tone:,👩🏿‍🏭
4292,U+1F469-U+1F3FB-U+200D-U+1F3ED,:woman_factory_worker_light_skin_tone:,👩🏻‍🏭
4293,U+1F469-U+1F3FE-U+200D-U+1F3ED,:woman_factory_worker_medium-dark_skin_tone:,👩🏾‍🏭
4294,U+1F469-U+1F3FC-U+200D-U+1F3ED,:woman_factory_worker_medium-light_skin_tone:,👩🏼‍🏭
4295,U+1F469-U+1F3FD-U+200D-U+1F3ED,:woman_factory_worker_medium_skin_tone:,👩🏽‍🏭
4296,U+1F9DA-U+200D-U+2640-U+FE0F,:woman_fairy:,🧚‍♀️
4297,U+1F9DA-U+200D-U+2640,:woman_fairy:,🧚‍♀
4298,U+1F9DA-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_fairy_dark_skin_tone:,🧚🏿‍♀️
4299,U+1F9DA-U+1F3FF-U+200D-U+2640,:woman_fairy_dark_skin_tone:,🧚🏿‍♀
4300,U+1F9DA-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_fairy_light_skin_tone:,🧚🏻‍♀️
4301,U+1F9DA-U+1F3FB-U+200D-U+2640,:woman_fairy_light_skin_tone:,🧚🏻‍♀
4302,U+1F9DA-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_fairy_medium-dark_skin_tone:,🧚🏾‍♀️
4303,U+1F9DA-U+1F3FE-U+200D-U+2640,:woman_fairy_medium-dark_skin_tone:,🧚🏾‍♀
4304,U+1F9DA-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_fairy_medium-light_skin_tone:,🧚🏼‍♀️
4305,U+1F9DA-U+1F3FC-U+200D-U+2640,:woman_fairy_medium-light_skin_tone:,🧚🏼‍♀
4306,U+1F9DA-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_fairy_medium_skin_tone:,🧚🏽‍♀️
4307,U+1F9DA-U+1F3FD-U+200D-U+2640,:woman_fairy_medium_skin_tone:,🧚🏽‍♀
4308,U+1F469-U+200D-U+1F33E,:woman_farmer:,👩‍🌾
4309,U+1F469-U+1F3FF-U+200D-U+1F33E,:woman_farmer_dark_skin_tone:,👩🏿‍🌾
4310,U+1F469-U+1F3FB-U+200D-U+1F33E,:woman_farmer_light_skin_tone:,👩🏻‍🌾
4311,U+1F469-U+1F3FE-U+200D-U+1F33E,:woman_farmer_medium-dark_skin_tone:,👩🏾‍🌾
4312,U+1F469-U+1F3FC-U+200D-U+1F33E,:woman_farmer_medium-light_skin_tone:,👩🏼‍🌾
4313,U+1F469-U+1F3FD-U+200D-U+1F33E,:woman_farmer_medium_skin_tone:,👩🏽‍🌾
4314,U+1F469-U+200D-U+1F37C,:woman_feeding_baby:,👩‍🍼
4315,U+1F469-U+1F3FF-U+200D-U+1F37C,:woman_feeding_baby_dark_skin_tone:,👩🏿‍🍼
4316,U+1F469-U+1F3FB-U+200D-U+1F37C,:woman_feeding_baby_light_skin_tone:,👩🏻‍🍼
4317,U+1F469-U+1F3FE-U+200D-U+1F37C,:woman_feeding_baby_medium-dark_skin_tone:,👩🏾‍🍼
4318,U+1F469-U+1F3FC-U+200D-U+1F37C,:woman_feeding_baby_medium-light_skin_tone:,👩🏼‍🍼
4319,U+1F469-U+1F3FD-U+200D-U+1F37C,:woman_feeding_baby_medium_skin_tone:,👩🏽‍🍼
4320,U+1F469-U+200D-U+1F692,:woman_firefighter:,👩‍🚒
4321,U+1F469-U+1F3FF-U+200D-U+1F692,:woman_firefighter_dark_skin_tone:,👩🏿‍🚒
4322,U+1F469-U+1F3FB-U+200D-U+1F692,:woman_firefighter_light_skin_tone:,👩🏻‍🚒
4323,U+1F469-U+1F3FE-U+200D-U+1F692,:woman_firefighter_medium-dark_skin_tone:,👩🏾‍🚒
4324,U+1F469-U+1F3FC-U+200D-U+1F692,:woman_firefighter_medium-light_skin_tone:,👩🏼‍🚒
4325,U+1F469-U+1F3FD-U+200D-U+1F692,:woman_firefighter_medium_skin_tone:,👩🏽‍🚒
4326,U+1F64D-U+200D-U+2640-U+FE0F,:woman_frowning:,🙍‍♀️
4327,U+1F64D-U+200D-U+2640,:woman_frowning:,🙍‍♀
4328,U+1F64D-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_frowning_dark_skin_tone:,🙍🏿‍♀️
4329,U+1F64D-U+1F3FF-U+200D-U+2640,:woman_frowning_dark_skin_tone:,🙍🏿‍♀
4330,U+1F64D-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_frowning_light_skin_tone:,🙍🏻‍♀️
4331,U+1F64D-U+1F3FB-U+200D-U+2640,:woman_frowning_light_skin_tone:,🙍🏻‍♀
4332,U+1F64D-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_frowning_medium-dark_skin_tone:,🙍🏾‍♀️
4333,U+1F64D-U+1F3FE-U+200D-U+2640,:woman_frowning_medium-dark_skin_tone:,🙍🏾‍♀
4334,U+1F64D-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_frowning_medium-light_skin_tone:,🙍🏼‍♀️
4335,U+1F64D-U+1F3FC-U+200D-U+2640,:woman_frowning_medium-light_skin_tone:,🙍🏼‍♀
4336,U+1F64D-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_frowning_medium_skin_tone:,🙍🏽‍♀️
4337,U+1F64D-U+1F3FD-U+200D-U+2640,:woman_frowning_medium_skin_tone:,🙍🏽‍♀
4338,U+1F9DE-U+200D-U+2640-U+FE0F,:woman_genie:,🧞‍♀️
4339,U+1F9DE-U+200D-U+2640,:woman_genie:,🧞‍♀
4340,U+1F645-U+200D-U+2640-U+FE0F,:woman_gesturing_NO:,🙅‍♀️
4341,U+1F645-U+200D-U+2640,:woman_gesturing_NO:,🙅‍♀
4342,U+1F645-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_gesturing_NO_dark_skin_tone:,🙅🏿‍♀️
4343,U+1F645-U+1F3FF-U+200D-U+2640,:woman_gesturing_NO_dark_skin_tone:,🙅🏿‍♀
4344,U+1F645-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_gesturing_NO_light_skin_tone:,🙅🏻‍♀️
4345,U+1F645-U+1F3FB-U+200D-U+2640,:woman_gesturing_NO_light_skin_tone:,🙅🏻‍♀
4346,U+1F645-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_gesturing_NO_medium-dark_skin_tone:,🙅🏾‍♀️
4347,U+1F645-U+1F3FE-U+200D-U+2640,:woman_gesturing_NO_medium-dark_skin_tone:,🙅🏾‍♀
4348,U+1F645-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_gesturing_NO_medium-light_skin_tone:,🙅🏼‍♀️
4349,U+1F645-U+1F3FC-U+200D-U+2640,:woman_gesturing_NO_medium-light_skin_tone:,🙅🏼‍♀
4350,U+1F645-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_gesturing_NO_medium_skin_tone:,🙅🏽‍♀️
4351,U+1F645-U+1F3FD-U+200D-U+2640,:woman_gesturing_NO_medium_skin_tone:,🙅🏽‍♀
4352,U+1F646-U+200D-U+2640-U+FE0F,:woman_gesturing_OK:,🙆‍♀️
4353,U+1F646-U+200D-U+2640,:woman_gesturing_OK:,🙆‍♀
4354,U+1F646-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_gesturing_OK_dark_skin_tone:,🙆🏿‍♀️
4355,U+1F646-U+1F3FF-U+200D-U+2640,:woman_gesturing_OK_dark_skin_tone:,🙆🏿‍♀
4356,U+1F646-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_gesturing_OK_light_skin_tone:,🙆🏻‍♀️
4357,U+1F646-U+1F3FB-U+200D-U+2640,:woman_gesturing_OK_light_skin_tone:,🙆🏻‍♀
4358,U+1F646-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_gesturing_OK_medium-dark_skin_tone:,🙆🏾‍♀️
4359,U+1F646-U+1F3FE-U+200D-U+2640,:woman_gesturing_OK_medium-dark_skin_tone:,🙆🏾‍♀
4360,U+1F646-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_gesturing_OK_medium-light_skin_tone:,🙆🏼‍♀️
4361,U+1F646-U+1F3FC-U+200D-U+2640,:woman_gesturing_OK_medium-light_skin_tone:,🙆🏼‍♀
4362,U+1F646-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_gesturing_OK_medium_skin_tone:,🙆🏽‍♀️
4363,U+1F646-U+1F3FD-U+200D-U+2640,:woman_gesturing_OK_medium_skin_tone:,🙆🏽‍♀
4364,U+1F487-U+200D-U+2640-U+FE0F,:woman_getting_haircut:,💇‍♀️
4365,U+1F487-U+200D-U+2640,:woman_getting_haircut:,💇‍♀
4366,U+1F487-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_getting_haircut_dark_skin_tone:,💇🏿‍♀️
4367,U+1F487-U+1F3FF-U+200D-U+2640,:woman_getting_haircut_dark_skin_tone:,💇🏿‍♀
4368,U+1F487-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_getting_haircut_light_skin_tone:,💇🏻‍♀️
4369,U+1F487-U+1F3FB-U+200D-U+2640,:woman_getting_haircut_light_skin_tone:,💇🏻‍♀
4370,U+1F487-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_getting_haircut_medium-dark_skin_tone:,💇🏾‍♀️
4371,U+1F487-U+1F3FE-U+200D-U+2640,:woman_getting_haircut_medium-dark_skin_tone:,💇🏾‍♀
4372,U+1F487-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_getting_haircut_medium-light_skin_tone:,💇🏼‍♀️
4373,U+1F487-U+1F3FC-U+200D-U+2640,:woman_getting_haircut_medium-light_skin_tone:,💇🏼‍♀
4374,U+1F487-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_getting_haircut_medium_skin_tone:,💇🏽‍♀️
4375,U+1F487-U+1F3FD-U+200D-U+2640,:woman_getting_haircut_medium_skin_tone:,💇🏽‍♀
4376,U+1F486-U+200D-U+2640-U+FE0F,:woman_getting_massage:,💆‍♀️
4377,U+1F486-U+200D-U+2640,:woman_getting_massage:,💆‍♀
4378,U+1F486-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_getting_massage_dark_skin_tone:,💆🏿‍♀️
4379,U+1F486-U+1F3FF-U+200D-U+2640,:woman_getting_massage_dark_skin_tone:,💆🏿‍♀
4380,U+1F486-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_getting_massage_light_skin_tone:,💆🏻‍♀️
4381,U+1F486-U+1F3FB-U+200D-U+2640,:woman_getting_massage_light_skin_tone:,💆🏻‍♀
4382,U+1F486-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_getting_massage_medium-dark_skin_tone:,💆🏾‍♀️
4383,U+1F486-U+1F3FE-U+200D-U+2640,:woman_getting_massage_medium-dark_skin_tone:,💆🏾‍♀
4384,U+1F486-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_getting_massage_medium-light_skin_tone:,💆🏼‍♀️
4385,U+1F486-U+1F3FC-U+200D-U+2640,:woman_getting_massage_medium-light_skin_tone:,💆🏼‍♀
4386,U+1F486-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_getting_massage_medium_skin_tone:,💆🏽‍♀️
4387,U+1F486-U+1F3FD-U+200D-U+2640,:woman_getting_massage_medium_skin_tone:,💆🏽‍♀
4388,U+1F3CC-U+FE0F-U+200D-U+2640-U+FE0F,:woman_golfing:,🏌️‍♀️
4389,U+1F3CC-U+200D-U+2640-U+FE0F,:woman_golfing:,🏌‍♀️
4390,U+1F3CC-U+FE0F-U+200D-U+2640,:woman_golfing:,🏌️‍♀
4391,U+1F3CC-U+200D-U+2640,:woman_golfing:,🏌‍♀
4392,U+1F3CC-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_golfing_dark_skin_tone:,🏌🏿‍♀️
4393,U+1F3CC-U+1F3FF-U+200D-U+2640,:woman_golfing_dark_skin_tone:,🏌🏿‍♀
4394,U+1F3CC-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_golfing_light_skin_tone:,🏌🏻‍♀️
4395,U+1F3CC-U+1F3FB-U+200D-U+2640,:woman_golfing_light_skin_tone:,🏌🏻‍♀
4396,U+1F3CC-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_golfing_medium-dark_skin_tone:,🏌🏾‍♀️
4397,U+1F3CC-U+1F3FE-U+200D-U+2640,:woman_golfing_medium-dark_skin_tone:,🏌🏾‍♀
4398,U+1F3CC-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_golfing_medium-light_skin_tone:,🏌🏼‍♀️
4399,U+1F3CC-U+1F3FC-U+200D-U+2640,:woman_golfing_medium-light_skin_tone:,🏌🏼‍♀
4400,U+1F3CC-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_golfing_medium_skin_tone:,🏌🏽‍♀️
4401,U+1F3CC-U+1F3FD-U+200D-U+2640,:woman_golfing_medium_skin_tone:,🏌🏽‍♀
4402,U+1F482-U+200D-U+2640-U+FE0F,:woman_guard:,💂‍♀️
4403,U+1F482-U+200D-U+2640,:woman_guard:,💂‍♀
4404,U+1F482-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_guard_dark_skin_tone:,💂🏿‍♀️
4405,U+1F482-U+1F3FF-U+200D-U+2640,:woman_guard_dark_skin_tone:,💂🏿‍♀
4406,U+1F482-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_guard_light_skin_tone:,💂🏻‍♀️
4407,U+1F482-U+1F3FB-U+200D-U+2640,:woman_guard_light_skin_tone:,💂🏻‍♀
4408,U+1F482-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_guard_medium-dark_skin_tone:,💂🏾‍♀️
4409,U+1F482-U+1F3FE-U+200D-U+2640,:woman_guard_medium-dark_skin_tone:,💂🏾‍♀
4410,U+1F482-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_guard_medium-light_skin_tone:,💂🏼‍♀️
4411,U+1F482-U+1F3FC-U+200D-U+2640,:woman_guard_medium-light_skin_tone:,💂🏼‍♀
4412,U+1F482-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_guard_medium_skin_tone:,💂🏽‍♀️
4413,U+1F482-U+1F3FD-U+200D-U+2640,:woman_guard_medium_skin_tone:,💂🏽‍♀
4414,U+1F469-U+200D-U+2695-U+FE0F,:woman_health_worker:,👩‍⚕️
4415,U+1F469-U+200D-U+2695,:woman_health_worker:,👩‍⚕
4416,U+1F469-U+1F3FF-U+200D-U+2695-U+FE0F,:woman_health_worker_dark_skin_tone:,👩🏿‍⚕️
4417,U+1F469-U+1F3FF-U+200D-U+2695,:woman_health_worker_dark_skin_tone:,👩🏿‍⚕
4418,U+1F469-U+1F3FB-U+200D-U+2695-U+FE0F,:woman_health_worker_light_skin_tone:,👩🏻‍⚕️
4419,U+1F469-U+1F3FB-U+200D-U+2695,:woman_health_worker_light_skin_tone:,👩🏻‍⚕
4420,U+1F469-U+1F3FE-U+200D-U+2695-U+FE0F,:woman_health_worker_medium-dark_skin_tone:,👩🏾‍⚕️
4421,U+1F469-U+1F3FE-U+200D-U+2695,:woman_health_worker_medium-dark_skin_tone:,👩🏾‍⚕
4422,U+1F469-U+1F3FC-U+200D-U+2695-U+FE0F,:woman_health_worker_medium-light_skin_tone:,👩🏼‍⚕️
4423,U+1F469-U+1F3FC-U+200D-U+2695,:woman_health_worker_medium-light_skin_tone:,👩🏼‍⚕
4424,U+1F469-U+1F3FD-U+200D-U+2695-U+FE0F,:woman_health_worker_medium_skin_tone:,👩🏽‍⚕️
4425,U+1F469-U+1F3FD-U+200D-U+2695,:woman_health_worker_medium_skin_tone:,👩🏽‍⚕
4426,U+1F9D8-U+200D-U+2640-U+FE0F,:woman_in_lotus_position:,🧘‍♀️
4427,U+1F9D8-U+200D-U+2640,:woman_in_lotus_position:,🧘‍♀
4428,U+1F9D8-U+1F3FF-U+200D-U+2640-U+FE0F,:woman_in_lotus_position_dark_skin_tone:,🧘🏿‍♀️
4429,U+1F9D8-U+1F3FF-U+200D-U+2640,:woman_in_lotus_position_dark_skin_tone:,🧘🏿‍♀
4430,U+1F9D8-U+1F3FB-U+200D-U+2640-U+FE0F,:woman_in_lotus_position_light_skin_tone:,🧘🏻‍♀️
4431,U+1F9D8-U+1F3FB-U+200D-U+2640,:woman_in_lotus_position_light_skin_tone:,🧘🏻‍♀
4432,U+1F9D8-U+1F3FE-U+200D-U+2640-U+FE0F,:woman_in_lotus_position_medium-dark_skin_tone:,🧘🏾‍♀️
4433,U+1F9D8-U+1F3FE-U+200D-U+2640,:woman_in_lotus_position_medium-dark_skin_tone:,🧘🏾‍♀
4434,U+1F9D8-U+1F3FC-U+200D-U+2640-U+FE0F,:woman_in_lotus_position_medium-light_skin_tone:,🧘🏼‍♀️
4435,U+1F9D8-U+1F3FC-U+200D-U+2640,:woman_in_lotus_position_medium-light_skin_tone:,🧘🏼‍♀
4436,U+1F9D8-U+1F3FD-U+200D-U+2640-U+FE0F,:woman_in_lotus_position_medium_skin_tone:,🧘🏽‍♀️
4437,U+1F9D8-U+1F3FD-U+200D-U+2640,:woman_in_lotus_position_medium_skin_tone:,🧘🏽‍♀
4438,U+1F469-U+200D-U+1F9BD,:woman_in_manual_wheelchair:,👩‍🦽
4439,U+1F469-U+1F3FF-U+200D-U+1F9BD,:woman_in_manual_wheelchair_dark_skin_tone:,👩🏿‍🦽
4440,U+1F469-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right:,👩‍🦽‍➡️
4441,U+1F469-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right:,👩‍🦽‍➡
4442,U+1F469-U+1F3FF-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right_dark_skin_tone:,👩🏿‍🦽‍➡️
4443,U+1F469-U+1F3FF-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right_dark_skin_tone:,👩🏿‍🦽‍➡
4444,U+1F469-U+1F3FB-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right_light_skin_tone:,👩🏻‍🦽‍➡️
4445,U+1F469-U+1F3FB-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right_light_skin_tone:,👩🏻‍🦽‍➡
4446,U+1F469-U+1F3FE-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right_medium-dark_skin_tone:,👩🏾‍🦽‍➡️
4447,U+1F469-U+1F3FE-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right_medium-dark_skin_tone:,👩🏾‍🦽‍➡
4448,U+1F469-U+1F3FC-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right_medium-light_skin_tone:,👩🏼‍🦽‍➡️
4449,U+1F469-U+1F3FC-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right_medium-light_skin_tone:,👩🏼‍🦽‍➡
4450,U+1F469-U+1F3FD-U+200D-U+1F9BD-U+200D-U+27A1-U+FE0F,:woman_in_manual_wheelchair_facing_right_medium_skin_tone:,👩🏽‍🦽‍➡️
4451,U+1F469-U+1F3FD-U+200D-U+1F9BD-U+200D-U+27A1,:woman_in_manual_wheelchair_facing_right_medium_skin_tone:,👩🏽‍🦽‍➡
4452,U+1F469-U+1F3FB-U+200D-U+1F9BD,:woman_in_manual_wheelchair_light_skin_tone:,👩🏻‍🦽
4453,U+1F469-U+1F3FE-U+200D-U+1F9BD,:woman_in_manual_wheelchair_medium-dark_skin_tone:,👩🏾‍🦽
4454,U+1F469-U+1F3FC-U+200D-U+1F9BD,:woman_in_manual_wheelchair_medium-light_skin_tone:,👩🏼‍🦽
4455,U+1F469-U+1F3FD-U+200D-U+1F9BD,:woman_in_manual_wheelchair_medium_skin_tone:,👩🏽‍🦽
4456,U+1F469-U+200D-U+1F9BC,:woman_in_motorized_wheelchair:,👩‍🦼
4457,U+1F469-U+1F3FF-U+200D-U+1F9BC,:woman_in_motorized_wheelchair_dark_skin_tone:,👩🏿‍🦼
4458,U+1F469-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right:,👩‍🦼‍➡️
4459,U+1F469-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right:,👩‍🦼‍➡
4460,U+1F469-U+1F3FF-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right_dark_skin_tone:,👩🏿‍🦼‍➡️
4461,U+1F469-U+1F3FF-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right_dark_skin_tone:,👩🏿‍🦼‍➡
4462,U+1F469-U+1F3FB-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right_light_skin_tone:,👩🏻‍🦼‍➡️
4463,U+1F469-U+1F3FB-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right_light_skin_tone:,👩🏻‍🦼‍➡
4464,U+1F469-U+1F3FE-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right_medium-dark_skin_tone:,👩🏾‍🦼‍➡️
4465,U+1F469-U+1F3FE-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right_medium-dark_skin_tone:,👩🏾‍🦼‍➡
4466,U+1F469-U+1F3FC-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right_medium-light_skin_tone:,👩🏼‍🦼‍➡️
4467,U+1F469-U+1F3FC-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right_medium-light_skin_tone:,👩🏼‍🦼‍➡
4468,U+1F469-U+1F3FD-U+200D-U+1F9BC-U+200D-U+27A1-U+FE0F,:woman_in_motorized_wheelchair_facing_right_medium_skin_tone:,👩🏽‍🦼‍➡️
4469,U+1F469-U+1F3FD-U+200D-U+1F9BC-U+200D-U+27A1,:woman_in_motorized_wheelchair_facing_right_medium_skin_tone:,👩🏽‍🦼‍➡
4470,U+1F469-U+1F3FB-U+200D-U+1F9BC,:woman_in_motorized_wheelchair_light_skin_tone:,👩🏻‍🦼
4471,U+1F469-U+1F3FE-U+200D-U+1F9BC,:woman_in_motorized_wheelchair_medium-dark_skin_tone:,👩🏾‍🦼
4472,U+1F469-U+1F3FC-U+200D-U+1F9BC,:woman_in_motorized_wheelchair_medium-light_skin_tone:,👩🏼‍🦼
4473,U+1F469-U+1F3FD-U+200D-U+1F9BC,:woman_in_motorized_wheelchair_medium_skin_tone:,👩🏽‍🦼
